Dialouge ,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,Actor
Kamal (22).wav,964.712621,46146.98453,1847.043124,338645.9318,0.051437513,0.001706616,0.28894,0.0961838,0.061207164,0.000436537,129.1992188,-289.48773,5013.4805,198.34886,1586.4463,-28.272846,986.9955,5.2535605,669.53656,14.127585,474.38345,-11.195816,401.6597,-0.11627973,267.3115,-11.185103,382.94998,-13.053084,641.06256,-7.5593095,226.21088,-5.170244,303.06055,4.6684966,248.03906,-7.0999627,165.32362,-14.648324,152.64542,1.6493453,156.23662,-1.7527356,150.37694,-12.936664,142.01944,0.058713328,179.99278,4.8975673,122.72466,-7.6970577,152.44273,Kamal
Kamal (23).wav,1252.568289,340938.775,2363.886799,1054168.228,0.045649274,0.00148997,0.4235122,0.09172941,0.067892439,0.003189034,117.4538352,-265.6253,14623.413,157.2209,1280.2252,-29.203253,2236.2356,50.341305,646.4378,2.214557,923.6486,3.0939338,301.33713,-15.173073,355.87097,-8.606133,213.94754,8.479538,153.02,-7.7470436,143.08257,2.3360498,137.66122,-5.074513,126.82807,1.9751809,81.15329,-7.630617,130.51709,2.8006217,64.17596,6.342273,66.08023,-14.732614,121.08866,5.209848,64.1161,-6.6337676,50.693817,-4.1618657,45.136913,Kamal
Kamal (24).wav,1631.045637,159338.6822,3065.383143,859417.4567,0.109680629,0.008951924,0.33060637,0.11071345,0.093767564,0.000696674,99.38401442,-190.43732,12507.908,116.84561,1496.0648,-62.01388,1899.0289,20.969994,388.7311,-19.939758,987.40265,-3.630556,271.17194,-23.113594,459.94617,-15.544765,366.98853,-8.801103,228.47047,-3.6206472,158.74986,9.776307,131.53645,-3.0396426,243.07,2.941206,219.53186,-17.296858,258.10538,-4.316045,136.61397,1.3415701,150.31003,-5.775323,246.34378,12.334391,391.81866,10.961883,422.17203,12.516895,415.7734,Kamal
Kamal (25).wav,2667.623036,652110.1558,5201.947749,2374752.803,0.231308527,0.027840438,0.37001914,0.104645595,0.123539636,0.003468065,103.359375,-30.631931,17753.023,60.717278,1297.344,-20.506914,581.929,18.919434,170.41122,4.1770153,463.0821,3.2854059,140.44643,-11.705785,229.18498,-5.7928524,122.62662,-3.2467902,167.70032,6.6415505,134.60918,2.724392,197.16672,8.777429,76.46711,1.3489758,57.341732,-1.3685741,59.395615,-7.649034,97.71027,3.151008,56.16503,-6.98395,65.28126,0.10005564,57.88946,1.3498693,76.69469,2.278171,74.52902,Kamal
Kamal (26).wav,1024.945727,91056.0863,2109.5475,390090.5657,0.017561848,0.000419838,0.38410506,0.090894595,0.060364598,0.0008713,112.3471467,-357.04507,4126.2275,188.05591,1525.0873,-34.196743,823.5002,18.480074,731.6139,26.325867,474.64395,-0.73045,200.66626,2.7874897,438.4283,-6.748818,249.45375,3.011113,157.95119,-2.0322263,206.32071,-8.384228,137.90027,4.40894,103.43662,-4.218756,98.072395,-7.0791693,89.89988,3.0503721,82.242096,-0.17013852,93.387596,-1.338415,96.27941,0.5533579,76.73009,-4.2150564,78.74347,-4.921572,93.91784,Kamal
Kamal (27).wav,1040.496336,137220.4962,1901.560242,525732.8901,0.087219454,0.003623658,0.31658646,0.10101681,0.071223206,0.001581518,135.9991776,-244.71707,3364.5632,186.61612,1788.5533,-36.361717,983.7487,-4.688649,690.32874,4.162245,912.07715,-17.61686,287.41226,-1.8377999,630.212,-15.725924,292.3393,-23.353134,304.24313,-9.532885,260.7398,-1.4458027,227.86075,-4.2524,168.08951,-15.064869,216.3355,-4.7668605,200.69424,5.1505313,200.5027,-11.308999,167.2759,-8.500447,150.19786,4.1685905,173.83315,-9.175707,162.3677,-8.447619,170.54819,Kamal
Kamal (28).wav,1006.503378,172139.6526,2020.95855,629662.8543,0.044866739,0.002583287,0.48312256,0.08634539,0.053378738,0.001336411,123.046875,-285.20023,13675.859,156.04657,2465.8142,-20.83827,1818.2034,26.38542,489.97336,12.416696,215.06754,2.4523625,142.61732,8.511527,119.01695,-8.227126,261.44485,0.012224218,131.79675,-4.370631,179.24889,-2.0495424,123.79125,1.5405748,71.94385,-5.775854,80.01861,-1.1071575,72.7054,-1.7082955,40.90172,-1.0364904,51.598465,-3.1935537,61.147556,-3.5722473,40.534897,0.57246417,38.82581,-5.5598183,65.026634,Kamal
Kamal (29).wav,1248.306559,76383.10231,2222.883745,311967.236,0.076671825,0.003984198,0.4195138,0.100592986,0.066498199,0.001237228,117.4538352,-216.20631,11122.163,163.83826,2032.1205,-68.53814,1067.3326,24.456268,294.02057,12.436799,336.72537,8.189695,132.82896,5.136595,240.4483,-23.474783,340.4171,-3.8983269,178.58511,-0.1917229,119.60877,-7.027636,96.45313,0.40082818,111.97836,-7.929096,62.184685,1.632768,48.01304,-3.074521,37.62282,-6.8531365,55.451805,2.3885915,39.64177,-7.1034365,45.652565,-1.6381433,33.61411,-1.5908527,44.16334,Kamal
Kamal (30).wav,1019.514215,59127.03446,2232.692701,217979.5004,0.116528517,0.003479386,0.3552042,0.078243226,0.060739916,0.000491329,135.9991776,-171.80618,2488.8518,204.65561,1008.22345,-49.13442,398.496,37.814644,417.40546,27.782957,348.58023,-16.099762,268.7732,10.731411,274.97754,2.3473868,115.67882,-0.15494078,169.63182,7.646667,156.6897,4.154553,65.38935,10.255362,78.13885,5.8608956,104.04607,-5.3503118,93.12279,-0.30907,67.67658,8.499241,84.29584,0.5694676,87.871414,-2.5898454,70.51523,3.0733027,167.3818,5.5081615,124.17202,Kamal
Kamal (31).wav,1426.763444,65315.91156,2570.95112,270909.3911,0.118071377,0.003960044,0.34961668,0.08665745,0.109473513,0.001377161,129.1992188,-155.5172,1264.9249,210.11012,1026.1647,-100.61237,131.10422,7.9161606,576.50085,25.459787,296.24188,-27.26121,256.03995,10.123022,87.24866,-7.545772,341.09607,-20.612616,186.3411,-1.2087718,85.06575,-12.7754135,177.68018,-10.036793,198.6743,-9.006173,131.64621,-15.546498,141.5481,-3.6865807,156.14575,-3.4351954,180.41106,-6.676069,114.45119,-5.86789,122.14917,-15.272096,140.20291,-9.843698,71.45727,Kamal
Kamal (32).wav,1156.429145,104532.6629,2134.265751,548191.5044,0.090678379,0.003905912,0.34909254,0.0997225,0.074610429,0.000801224,107.6660156,-200.74014,5475.0957,184.71779,1813.953,-49.01405,1548.7433,-4.838735,1007.01624,9.588662,457.51843,-7.946304,386.30362,6.291807,311.28244,-7.1886516,378.84656,-10.9787655,215.75415,-6.121022,200.58939,-2.2480512,256.6152,6.9959145,243.3072,-0.3492735,147.14851,-6.23373,217.69597,2.6952693,149.00409,-1.8541697,129.3797,-9.072691,136.58128,2.7342563,142.61864,0.72643965,72.84098,-8.389012,104.005455,Kamal
Kamal (33).wav,1424.730475,85481.66026,2482.455048,242482.3006,0.046524055,0.001994372,0.40279752,0.08438241,0.114616879,0.001760196,107.6660156,-275.31476,10675.262,174.0891,2695.9678,-74.159134,1263.4523,3.721224,632.8408,28.408852,375.81903,-23.788023,370.08777,-0.8994058,362.27032,1.0605009,278.61606,-9.8952,277.71506,0.25276878,218.58185,-6.675553,162.87834,-4.899975,166.61238,4.343499,141.07643,-2.5580528,141.0782,-6.3046384,343.60342,-2.7283196,134.11092,-3.9351978,180.01407,-10.060987,96.243416,-9.911647,100.15986,-3.7176485,108.533325,Kamal
Kamal (34).wav,1004.947266,286648.6578,2013.354492,800631.7023,0.159385838,0.005930837,0.39620572,0.0933223,0.049235997,0.000742868,99.38401442,-126.90868,5844.6665,202.8391,1361.4874,-48.3556,604.1788,41.581585,392.8597,-4.107574,383.14996,-4.8836694,236.2437,10.7584095,128.30383,-11.108264,157.46701,-2.0683477,115.336815,-9.635016,102.665146,-2.059224,121.25961,1.7415102,93.39924,-3.688804,86.58001,-1.279602,63.137867,-2.3327265,65.14404,-6.413217,68.86854,-5.0695677,56.38842,-1.61896,58.003487,-2.8899422,50.80096,-0.82589144,43.65111,Kamal
Kamal (35).wav,1115.740756,71752.48893,2002.021227,397020.6156,0.038849439,0.000841798,0.31084397,0.09659859,0.073634811,0.000533603,143.5546875,-266.7397,4505.8154,175.16118,615.72644,-38.74045,1588.3082,16.675482,453.5934,-11.378416,357.7553,-5.6068525,202.97401,18.68646,231.97551,-5.5519114,306.97992,-1.0244998,195.78664,-7.4525337,157.40527,-0.96895033,146.54887,-0.28429392,166.54478,-9.4524765,123.24801,3.9506993,117.03511,-2.108033,106.77223,-7.7573686,88.82944,-4.7300715,94.00425,-5.573207,141.2504,-8.528424,108.4123,-6.3628373,118.417244,Kamal
Kamal (36).wav,963.9373132,184768.0575,1848.463989,789151.9106,0.036822995,0.000651335,0.3354127,0.09686771,0.063830566,0.000932762,135.9991776,-313.37643,2718.2488,205.81743,1612.2224,-17.274075,859.96625,14.142483,1059.595,6.708504,907.3544,-4.105274,609.3386,5.2622685,547.97815,-2.932004,462.83524,-6.3714705,538.5109,-13.5226345,190.52515,1.6774062,308.49683,-4.6961694,169.20729,-17.686722,225.38612,1.126968,167.5447,0.3989882,263.87033,-8.529023,187.68292,-9.65012,150.62173,-2.6081133,161.20085,1.0907147,172.67435,-12.199602,234.65538,Kamal
Kamal (37).wav,1382.802481,548182.7146,2584.161846,2112441.558,0.050892402,0.002670716,0.28844193,0.10600258,0.100059202,0.008909052,129.1992188,-324.34143,12182.563,140.79512,4089.8816,-35.23667,1475.4172,-3.8460095,848.0966,-17.054014,796.2321,-13.637514,425.71835,14.039081,343.9864,-19.857712,471.2397,-14.415178,303.92386,5.1415057,334.15298,0.2862356,271.12347,2.7074897,172.77498,-12.382426,260.57184,-4.6465383,178.35677,6.74813,115.88998,-16.251238,262.65845,-4.1482215,210.65424,3.742149,231.64334,-13.827529,256.25748,10.0138235,241.54593,Kamal
Kamal (38).wav,1119.171437,105625.4872,2356.992902,482994.7869,0.082491781,0.004561206,0.39879432,0.08235748,0.063438453,0.00047608,143.5546875,-192.70212,4350.563,188.99464,880.7004,-37.485394,797.2971,35.224705,1063.7283,17.780586,485.66843,-17.37479,408.4886,6.1264353,266.8674,-1.0354652,188.26227,-2.9046915,249.34474,-0.3669785,210.73161,5.2972674,196.20808,13.461287,152.42703,1.9815475,134.38309,-1.1967359,331.85965,5.783052,128.94617,5.421959,124.64532,-1.9466752,114.72439,0.18832509,164.2285,0.48048073,97.37141,-4.790723,117.64926,Kamal
Kamal (39).wav,1628.440731,191106.7098,2955.173889,491632.8508,0.064453291,0.003708998,0.45224085,0.089245066,0.121329783,0.002260989,161.4990234,-237.60622,14668.07,146.45872,3340.0598,-68.79171,1690.3203,22.129116,1134.8036,15.207181,457.42157,-12.311525,432.05646,10.517771,123.54773,-5.543376,342.74582,-5.261438,289.2428,0.93040067,229.53786,-1.6199565,161.27625,-5.469456,193.46628,-2.5234635,146.04214,2.7577531,140.28564,-8.814883,174.82547,-6.4624534,125.23018,-1.7269585,118.85614,-7.4252434,148.42537,-4.030384,143.0727,-3.864076,146.88382,Kamal
Rajini (1).wav,1731.14965,233838.8961,3293.486664,501381.0726,0.02669931,0.000400129,0.39578727,0.095443554,0.092866615,0.002473652,112.3471467,-256.33798,9016.993,127.86542,784.0376,-52.13016,1016.68524,37.69957,343.79504,-9.3664875,445.27393,8.757293,162.68608,-1.5584856,238.17169,5.847094,135.70074,-7.9732833,171.94527,8.346718,95.49607,-1.004836,87.896675,2.8687496,60.338326,1.3558384,68.35007,0.60997945,68.77958,2.217457,53.43271,2.86661,53.591988,-0.35226464,47.49641,3.870821,47.835365,-0.46008995,55.404617,-1.1984631,56.07005,Rajini
Rajini (2).wav,1747.215546,347379.6759,3060.680137,1584901.824,0.011135253,7.64E-05,0.37452146,0.09443564,0.102394654,0.001161079,86.1328125,-419.30814,23781.438,123.74678,3095.3,-73.37633,2673.2131,10.76774,561.0066,-17.872969,697.8456,-7.072999,214.9887,-13.262889,377.15305,-8.967466,192.59935,-18.252293,255.96716,-11.295565,142.96053,-6.2297573,155.04758,-9.462916,114.50689,-4.2438602,75.80467,-10.879044,110.65013,-1.8331403,69.05844,-1.5103503,47.64673,-4.1474485,45.70396,-1.3302166,34.3314,-3.3762891,48.270508,-7.8337355,52.086216,Rajini
Rajini (3).wav,1675.869495,106308.7694,2807.947936,296119.8046,0.008605337,5.27E-05,0.45861274,0.08942238,0.120449053,0.000910758,107.6660156,-372.79266,4825.593,154.29794,891.71985,-93.85269,653.6178,21.760878,489.44153,-8.043789,314.88867,-11.342199,83.23016,-4.1721077,140.10815,-11.248935,104.22458,-13.3738575,115.7833,-12.125245,94.54157,-8.347754,114.9715,-11.576963,53.303604,-3.1280844,47.92476,-7.6071258,41.489796,-4.125781,48.40365,-3.7172797,45.532997,-5.3377805,42.02963,-0.13836032,44.78408,-3.7989159,46.17963,-7.8664594,30.596462,Rajini
Rajini (4).wav,1533.376122,83803.83773,2991.235352,385829.8821,0.014946003,0.000128465,0.39147308,0.09265337,0.08343409,0.001093131,129.1992188,-297.6395,4255.9253,138.75911,511.4828,-33.492332,417.25278,37.65903,180.66429,3.7584977,231.76047,6.4582677,76.62618,-4.9704576,105.531746,-2.9191847,117.236824,-11.821737,143.95866,3.0789635,90.941605,0.6040641,89.907814,4.595378,65.799736,-1.5007704,52.85701,3.9975078,60.654778,0.549809,41.91337,2.6150458,31.346216,-1.1008626,31.849289,6.027768,30.810177,-2.2879581,27.98362,-0.62188965,35.999172,Rajini
Rajini (5).wav,1620.786966,87777.77387,2776.368613,238799.3689,0.067467345,0.003538922,0.3986425,0.092214055,0.113919223,0.00103344,135.9991776,-191.77351,7034.765,147.81628,653.56635,-91.810165,1001.5226,13.162665,491.97134,-22.353752,363.1148,-19.976744,168.72614,-8.998162,171.15277,-13.696761,151.79474,-12.60203,201.06094,-9.795923,79.249916,-4.6258616,86.01632,-10.56715,90.64983,-6.9298334,83.01205,-7.8335137,49.691406,-3.646697,59.286606,-4.0397253,37.61243,-5.367107,54.222794,-1.8694834,44.7068,-4.9446774,36.563396,-9.414353,44.391106,Rajini
Rajini (6).wav,1413.520845,300522.1226,2765.280053,1338643.306,0.048324285,0.001687435,0.34691358,0.09940427,0.072443386,0.002166875,117.4538352,-248.0356,11104.419,142.22255,1426.7919,-24.934866,1083.3643,34.56821,284.64307,4.8798385,331.94424,2.3495464,124.86172,-0.967814,139.76479,-7.667216,125.45034,-4.2446632,107.789314,-5.7194767,89.296326,-8.704964,95.33256,-0.4633173,61.815987,-4.8684163,47.54292,-1.8746349,70.59099,2.1261055,57.141857,-0.26842192,33.82924,-3.2435694,42.77999,1.2436929,43.034996,-3.8250036,36.149582,-4.028001,48.136402,Rajini
Rajini (7).wav,1452.718321,148981.2725,2600.940161,709310.258,0.115011551,0.006549934,0.38405928,0.10260015,0.07423142,0.001051242,129.1992188,-134.9111,11456.799,146.10716,1010.5686,-44.858234,464.94308,18.66743,367.80325,-13.859014,378.34265,-0.64784366,119.6371,-8.600343,233.0379,-5.958955,121.31746,-9.328115,155.82664,0.84410316,86.76075,-2.220865,105.48754,1.640097,49.725555,-1.7102584,53.282604,0.74105996,59.471153,-1.3889817,53.997612,1.3911568,30.731043,-1.56606,44.26532,0.9615661,30.776247,-2.514588,34.99596,1.3855251,33.28291,Rajini
Rajini (8).wav,1464.661341,310173.3174,3126.732765,2324110.793,0.035089048,0.000901065,0.40376195,0.105382234,0.058696691,0.000950155,107.6660156,-299.21213,16679.324,130.6211,1866.2549,-14.877227,1355.0378,30.370392,375.68427,-0.033202715,404.6578,2.748581,164.61082,2.5709949,126.80697,-5.27907,152.64339,-7.9093513,181.65306,-0.46379584,102.03844,-4.0673785,110.64512,-3.326625,89.948524,-3.1899471,52.540623,-1.8139228,61.760445,-0.4801645,45.088123,-1.7997578,39.281624,-2.0629127,34.290787,1.7451501,33.78202,-2.5094573,34.29282,-3.708245,41.65375,Rajini
Rajini (9).wav,2030.128908,581729.6445,4105.123221,2036485.755,0.010488418,6.32E-05,0.48588896,0.0854773,0.101432152,0.005660821,151.9990809,-395.44995,10191.378,69.59911,5819.48,2.7350042,3775.1555,47.464527,1886.2297,3.553336,1357.4832,26.618948,831.9021,-14.777953,807.6893,14.3522,672.3855,-6.848735,587.57184,5.0844183,461.5717,3.0794249,432.39615,14.496826,418.8916,3.2485018,429.7132,4.406891,398.5031,1.6887465,421.73538,7.7613525,311.2368,6.482268,273.45197,4.864714,299.71445,1.4931039,290.6455,0.26586473,260.8172,Rajini
Rajini (10).wav,2218.286785,1437377.084,4631.101395,3816528.814,0.043679352,0.001334382,0.4647436,0.09117163,0.114465522,0.014741604,123.046875,-235.28596,19256.402,95.39012,1696.2057,11.525958,611.44446,36.45243,362.7827,2.0923605,461.86423,14.034498,139.08609,-0.099105045,283.06232,7.2538676,139.81808,-13.279643,272.07095,13.381895,76.60337,-8.423663,198.02017,13.909491,68.17037,-3.1598434,102.071144,9.478688,79.41834,-2.298033,89.428795,6.1469994,74.581055,-6.8607883,75.92003,6.9095,69.90516,-7.1686945,68.24559,5.9100194,52.95771,Rajini
Rajini (11).wav,1432.25118,193471.7025,2646.803354,411460.5249,0.036907782,0.000474059,0.43489075,0.088904396,0.07672213,0.001227592,143.5546875,-230.05974,12167.533,154.78053,950.2464,-50.449867,710.36694,33.597797,789.0853,4.225719,393.7292,-1.4025409,125.01699,-6.865559,153.66132,-0.2123704,131.20769,-14.875091,112.51456,3.2304099,110.16512,-10.607182,173.27206,5.905488,80.94384,2.2705288,60.75033,1.7101153,75.87659,3.336666,53.00594,1.6850479,47.06434,-3.610165,63.822388,0.86740935,52.687813,-4.2952547,51.89619,-1.8382404,50.70459,Rajini
Rajini (12).wav,1360.555152,316133.5336,2423.066702,453508.8603,0.072436022,0.004680684,0.5199404,0.07269776,0.093087709,0.003851749,117.4538352,-255.00224,23024.975,172.63477,3379.2747,-81.01648,5120.9243,22.29756,1070.1752,30.357904,472.76074,-10.331824,610.5866,12.610161,225.43443,4.375401,342.85788,1.3868684,302.1909,1.143474,182.71037,1.166766,200.6333,6.5178967,155.69106,1.3490871,134.51233,3.1125686,113.8611,3.0904791,115.12696,0.43886352,88.67617,1.3413197,122.69904,1.0371823,95.0438,1.0871229,54.885662,-0.19181198,91.9146,Rajini
Rajini (13).wav,673.5312108,103615.6638,1277.520949,556287.453,0.055519942,0.00083479,0.4490338,0.09714535,0.034985614,0.000425378,95.703125,-296.1683,5267.8833,203.09792,1529.9607,4.9526844,1445.2997,8.200336,768.0865,17.556883,965.6167,8.769555,364.16553,13.76848,635.7808,-3.7173698,417.62238,-2.8792012,505.64847,4.652061,170.34184,0.8155049,513.1669,11.299357,183.32774,9.693049,161.65936,-2.7259667,183.06416,4.807496,152.35092,7.1458306,176.67943,-3.5676367,168.31598,1.7065351,122.9186,8.321705,170.23396,-0.15009896,83.343414,Rajini
Rajini (14).wav,1422.958873,153507.5087,2677.905793,462951.2662,0.141864725,0.006945817,0.37886572,0.09270867,0.102286611,0.001725975,99.38401442,-147.33852,19075.027,173.95224,3599.88,-77.75525,1877.6317,32.308437,688.55963,1.2077444,457.54938,-25.953106,340.22562,12.957534,191.61653,-8.271677,193.02773,-12.948933,192.7717,1.6465923,117.73365,-10.777777,117.53338,-2.7853258,101.39303,1.1993828,82.00001,-9.117281,105.021645,-0.8626863,56.975033,-8.763228,63.841656,-6.6977177,62.559696,-3.1059775,50.74531,-8.925398,74.87031,-3.5401778,43.892105,Rajini
Rajini (15).wav,1458.287474,454838.4839,3405.412741,2106068.221,0.188323172,0.003286317,0.46549886,0.08589317,0.054577833,0.001048127,129.1992188,-97.4838,7568.9126,141.2322,1360.1782,-1.9009817,754.09686,63.55953,413.46973,-22.757454,459.03787,31.831293,509.36804,-6.470199,356.4462,6.4078283,154.10826,-1.2652414,317.3653,1.8595388,148.38394,7.526464,154.73447,-0.23464495,98.59942,10.081965,116.24561,-5.658967,123.91434,10.661403,99.71077,-3.330082,91.5532,-1.6929636,59.539986,5.781209,85.47824,-11.732878,60.95826,2.3074515,39.485237,Rajini
Rajini (16).wav,1317.71197,169059.2946,2580.462215,484550.0779,0.09034668,0.003701941,0.32543412,0.093236625,0.087818018,0.002040193,129.1992188,-177.38431,4799.9014,173.83855,1378.0581,-66.00645,420.77194,46.64668,486.69913,7.543416,299.52017,-7.067162,169.18452,11.780528,130.27925,-14.809953,118.757355,7.49368,123.64513,-2.396389,97.83813,-4.6583896,79.411316,-2.0265863,76.1587,-10.189453,81.08226,3.1710887,83.45914,-2.9729078,72.52864,4.38808,72.447525,0.34526765,76.12079,-8.980148,77.39205,5.204799,82.90164,-8.39806,100.482574,Rajini
Rajini (17).wav,1365.410672,135483.6542,2392.994226,295627.2697,0.041107282,0.001075395,0.35311514,0.09402291,0.108739881,0.001438509,143.5546875,-273.84363,7509.12,207.96223,736.3361,-88.2106,1508.5555,8.6063175,1145.7244,35.69358,666.8192,-15.139383,369.6564,6.121489,393.66153,8.765848,456.8049,0.050460506,211.05165,-3.5569746,248.95485,-2.2798173,138.21938,6.1689487,154.74332,6.9383287,150.70604,10.512701,101.06474,5.622187,118.17044,-3.463454,129.58403,0.86596924,80.59252,1.6489328,101.92126,-3.5821643,118.40919,-3.2551622,76.992226,Rajini
Rajini (18).wav,1224.714608,74949.92292,2531.64807,404803.9394,0.063160908,0.004117822,0.4495799,0.09662684,0.050580901,0.000946019,112.3471467,-248.4642,15794.435,146.7431,2544.4285,-34.094498,1208.971,26.180897,245.35777,9.789269,310.0888,1.7365425,149.52927,3.9240081,162.06177,4.2107344,113.36947,-2.2185888,203.57619,0.9626641,141.09863,0.9007694,144.2807,-0.6544821,86.45646,7.965697,60.88799,-0.44927546,91.48377,4.7207613,77.8638,7.4194593,54.388233,-0.23737532,77.56889,3.1722753,41.71431,0.5457585,64.289474,-6.1833386,92.33704,Rajini
Rajini (19).wav,1062.425409,99569.63186,1899.239673,259889.3212,0.139924175,0.022110023,0.4619425,0.08944427,0.07725925,0.000574644,151.9990809,-178.67581,19693.998,158.68394,2220.8704,-26.554314,1226.8723,-10.227181,489.5893,10.459807,541.1501,-0.5798589,224.3831,-10.152705,220.9059,-1.5970559,153.88402,-8.281505,158.77577,-3.6247063,121.53998,-1.0817032,91.71444,-4.971732,89.287964,-5.872594,93.41334,0.40563393,60.307655,-3.180162,74.60914,-3.670506,70.064644,-1.8769882,63.244884,0.8553846,72.38282,-1.1495192,64.19751,0.11956514,81.62143,Rajini
Rajini (20).wav,820.2220215,40900.65098,1516.336835,99977.07887,0.113652649,0.002981214,0.382099,0.09182373,0.061367848,0.000397493,129.1992188,-225.96127,2232.6064,257.45673,1407.3835,-6.281832,334.90515,-63.249195,578.15393,29.378271,257.50345,43.47878,97.69751,-22.625053,151.01915,-30.725922,95.66722,11.196634,82.93939,9.581412,71.22228,-17.761269,90.63267,-7.051039,48.502254,14.850698,54.262745,3.0402524,56.557446,-11.976495,66.56563,0.13405448,39.02911,8.940995,41.923134,-3.320951,32.61497,-7.791848,31.77843,3.0270598,30.579807,Rajini
Rajini (21).wav,1375.866014,89639.4232,2713.608192,370259.1262,0.092417935,0.004209641,0.34450164,0.10030485,0.083618508,0.000906923,117.4538352,-199.23822,4554.3945,174.68811,1009.1179,-59.450848,1460.8765,20.300053,524.403,17.972511,876.3366,-31.359865,500.65674,13.191647,475.7608,-5.779334,340.14725,-27.685478,408.21265,3.4117882,168.00072,-5.7037845,333.2152,-5.514649,136.02365,2.181651,142.82141,-11.682441,154.90273,7.9023795,196.36438,9.012284,101.13348,-17.26581,174.14075,1.1627083,121.96114,5.441052,116.59974,-14.186007,118.44808,Rajini
Rajini (22).wav,2152.020683,579626.1478,4401.034603,1799582.322,0.059661986,0.001579805,0.4003186,0.0835157,0.129901238,0.004940115,117.4538352,-137.04611,4982.38,120.264885,1251.9279,-31.952341,343.80447,50.55583,410.89264,-28.750212,253.09732,21.267385,133.29358,-20.276394,223.4617,9.806837,184.06834,-17.627083,452.8306,5.631747,192.31824,-5.363381,274.20523,3.3177874,137.95018,-6.6641693,139.5763,-1.4133343,102.68424,-2.398107,123.15917,2.4654365,94.82324,-6.30861,151.02824,1.4610951,88.136284,-1.9549482,67.816925,-9.144615,69.390976,Rajini
Rajini (23).wav,899.8731488,42108.31915,1848.925952,172434.3861,0.057110361,0.00061966,0.44564512,0.07703566,0.055890035,0.000346907,135.9991776,-240.25511,1561.5437,243.53107,424.25464,-48.24676,419.7522,-9.859832,553.0414,39.97695,268.4461,-15.903171,176.27232,-2.911455,337.21936,26.23626,308.05157,-1.1155003,219.78664,-9.962833,164.05501,11.54841,228.73341,12.166178,105.224365,-1.0197479,125.869934,3.210801,170.17308,9.527199,103.51265,-0.102202155,66.58082,-1.562212,140.9903,7.1169825,71.79733,1.2619154,75.43361,-4.7767386,108.80404,Rajini
Rajini (24).wav,960.2013803,198540.5635,1802.392435,757265.2709,0.03209243,0.00067574,0.36047176,0.10240097,0.059158146,0.001470993,103.359375,-316.7011,5261.3394,159.96684,1948.3186,-4.106202,1122.9316,8.172353,780.4764,4.123826,755.1094,-9.870187,335.01465,0.9146954,279.06628,-16.018778,306.57205,-20.74934,250.89023,-11.465156,120.48665,-7.6942706,278.5609,-1.4055666,107.01605,-6.623464,132.17142,-6.631898,134.85501,3.6007462,171.8963,-3.0070632,111.86856,-10.3919325,117.746185,-1.6895673,85.208405,-0.5232475,126.21328,-10.068785,90.23908,Rajini
Rajini (25).wav,1311.469533,56861.18604,2533.194102,193711.2238,0.091168147,0.004522746,0.3862981,0.10044401,0.066533628,0.000945985,103.359375,-188.32687,18084.896,159.8359,1577.4297,-61.87229,1695.5826,33.921276,275.81793,-0.83807826,357.39093,0.9387514,97.36777,-5.1274695,204.70134,1.0007141,95.48261,-7.206615,183.71515,-1.7690223,86.00542,2.504092,72.01389,-5.68561,86.0886,2.0416317,54.282303,1.2430366,100.5288,2.29177,44.86743,-0.02325807,77.2061,-1.2273241,52.330433,0.22207786,65.94598,-2.661043,57.765694,-7.5270777,75.14137,Rajini
Rajini (26).wav,1166.680906,87292.66883,2157.599843,322403.3918,0.063030552,0.000953221,0.42865583,0.08314977,0.083320453,0.000779715,123.046875,-216.25258,3865.6387,239.72473,554.16864,-78.60143,1457.8613,-3.1136646,1276.6987,26.481398,534.51855,-25.043037,412.88998,-0.035394624,571.9296,0.3821304,371.2132,-12.772882,360.88464,-3.165378,207.1126,-3.1468885,275.70148,-0.7808001,164.6101,3.237391,148.79942,1.0826662,125.43502,2.0908237,154.52887,1.3820901,85.58546,-2.52299,112.62291,-1.1265097,96.891335,-1.7205757,88.3415,-5.9135084,87.5456,Rajini
Rajini (27).wav,914.9015759,115351.7853,1800.985746,646640.9861,0.021219237,0.000339237,0.30748814,0.09445839,0.051326273,0.000639876,135.9991776,-367.5519,5287.7266,178.3957,1338.6746,-6.1203685,1376.8658,15.5462885,1041.8552,11.772595,689.6967,-4.153926,370.57538,3.870881,448.43707,-13.778147,283.5948,-14.837311,379.47992,-3.9798863,190.6681,-3.1268349,318.1963,-3.9395297,112.0302,-4.9540925,138.16571,-4.6045756,128.4802,-3.7764068,121.394226,-5.667896,138.27629,-10.041134,128.35149,-4.0534205,135.16599,1.0256906,140.28836,-3.5500586,152.71194,Rajini
